pc_name,pc_no,pc_type,st_name,year,cand_name,cand_sex,partyname,partyabbre,totvotpoll,electors
Allahabad,15,SC,Tamil Nadu,2004,Ramasamy P,M,Independent,IND,1078,1047694
Allahabad,15,SC,Tamil Nadu,2004,Dharmarajan A,M,Independent,IND,1162,1047694
Allahabad,15,SC,Tamil Nadu,2004,Anbalahan M,M,Independent,IND,1175,1047694
Allahabad,15,SC,Tamil Nadu,2004,Mariyappan P,M,Independent,IND,1183,1047694
Allahabad,15,SC,Tamil Nadu,2004,Indraganthi R,F,Independent,IND,1919,1047694
Allahabad,15,SC,Tamil Nadu,2004,Jeyapal P,M,Independent,IND,2201,1047694
Allahabad,15,SC,Tamil Nadu,2004,Vaiyapuri K,M,Independent,IND,2247,1047694
Allahabad,15,SC,Tamil Nadu,2004,Kangani C N,M,Republican Party Of India,RPI,3654,1047694
Allahabad,15,SC,Tamil Nadu,2004,Dheenadayalan R,M,Bharatiya Janata Party,BJP,5109,1047694
Allahabad,15,SC,Tamil Nadu,2004,Chakravarthi V,M,Marumalarchi Dravida Munnetra Kazhagam,MDMK,15712,1047694
Allahabad,15,SC,Tamil Nadu,2004,Jayakumar K,M,Indian National Congress,INC,215613,1047694
Allahabad,15,SC,Tamil Nadu,2004,Kandasamy K,M,Tamil Maanila Congress (Moopanar),TMC(M),408791,1047694
Allahabad,16,GEN,Tamil Nadu,2004,Velliangiri K.S Veerapandi,M,Independent,IND,80,1080762
Allahabad,16,GEN,Tamil Nadu,2004,Venkatachalam.S,M,Independent,IND,183,1080762
Allahabad,16,GEN,Tamil Nadu,2004,Vedanayagam Rama,M,Independent,IND,188,1080762
Allahabad,16,GEN,Tamil Nadu,2004,Annamalai.S,M,Independent,IND,245,1080762
Allahabad,16,GEN,Tamil Nadu,2004,Chakkarapani.N,M,Independent,IND,318,1080762
Allahabad,16,GEN,Tamil Nadu,2004,Padmanapan.K.M,M,Independent,IND,396,1080762
Allahabad,16,GEN,Tamil Nadu,2004,Annamalai.K,M,Independent,IND,397,1080762
Allahabad,16,GEN,Tamil Nadu,2004,Mayan.P,M,Independent,IND,399,1080762
Allahabad,16,GEN,Tamil Nadu,2004,Sivagnanam.S.T,M,Independent,IND,406,1080762
Allahabad,16,GEN,Tamil Nadu,2004,Krishnamoorthy.N,M,Independent,IND,417,1080762
Allahabad,16,GEN,Tamil Nadu,2004,Ramamoorthy.B,M,Independent,IND,456,1080762
Allahabad,16,GEN,Tamil Nadu,2004,Kandasami.M,M,Independent,IND,466,1080762
Allahabad,16,GEN,Tamil Nadu,2004,Palanisamy.K,M,Independent,IND,540,1080762
Allahabad,16,GEN,Tamil Nadu,2004,Meganathan.S.B,M,Independent,IND,571,1080762
Allahabad,16,GEN,Tamil Nadu,2004,Sampath Kumar.P,M,Independent,IND,644,1080762
Allahabad,16,GEN,Tamil Nadu,2004,Selvakumaran.P.M,M,Independent,IND,698,1080762
Almora,16,GEN,Tamil Nadu,2004,Ram Mohan.V,M,Independent,IND,755,1080762
Almora,16,GEN,Tamil Nadu,2004,Ganesan.K,M,Independent,IND,784,1080762
Almora,16,GEN,Tamil Nadu,2004,Krishnamoorthy.N,M,Independent,IND,784,1080762
Almora,16,GEN,Tamil Nadu,2004,Mahabook Shariff.A,M,Independent,IND,897,1080762
Almora,16,GEN,Tamil Nadu,2004,Sait Musthafa.S,M,Independent,IND,911,1080762
Almora,16,GEN,Tamil Nadu,2004,Nagamanickam.Bala,M,Independent,IND,988,1080762
Almora,16,GEN,Tamil Nadu,2004,Balavenkatesh.M,M,Independent,IND,1009,1080762
Almora,16,GEN,Tamil Nadu,2004,Rajendran.A,M,Independent,IND,1063,1080762
Almora,16,GEN,Tamil Nadu,2004,Manickam C,M,Independent,IND,1164,1080762
Almora,16,GEN,Tamil Nadu,2004,Chinnasamy.V,M,Independent,IND,1172,1080762
Almora,16,GEN,Tamil Nadu,2004,Madeswaran.A,M,Republican Party Of India,RPI,1218,1080762
Almora,16,GEN,Tamil Nadu,2004,Eswaran.S,M,Independent,IND,1944,1080762
Almora,16,GEN,Tamil Nadu,2004,Murugesan.A.C,M,Independent,IND,4927,1080762
Almora,16,GEN,Tamil Nadu,2004,Mohanraj.B,M,Marumalarchi Dravida Munnetra Kazhagam,MDMK,6245,1080762
Almora,16,GEN,Tamil Nadu,2004,Rajamani.N,M,Bharatiya Janata Party,BJP,9538,1080762
Almora,16,GEN,Tamil Nadu,2004,Rangarajan Kumaramangalam.P,M,All India Indira Congress (Tiwari),AIIC(T),120345,1080762
Almora,16,GEN,Tamil Nadu,2004,Thangkabalu K.V,M,Indian National Congress,INC,194392,1080762
Almora,16,GEN,Tamil Nadu,2004,Devadass.R,M,Tamil Maanila Congress (Moopanar),TMC(M),315277,1080762
Almora,17,GEN,Tamil Nadu,2004,Venugopal D.,M,Independent,IND,243,1322216
Almora,17,GEN,Tamil Nadu,2004,Madeswaran K.,M,Independent,IND,427,1322216
Almora,17,GEN,Tamil Nadu,2004,Sundaresan.A.,M,Independent,IND,668,1322216
Amethi,17,GEN,Tamil Nadu,2004,Ganga Naidu P.,M,Independent,IND,689,1322216
Amethi,17,GEN,Tamil Nadu,2004,Arumugam K.K.,M,Independent,IND,720,1322216
Amethi,17,GEN,Tamil Nadu,2004,Shivakumar.A.,M,Independent,IND,906,1322216
Amethi,17,GEN,Tamil Nadu,2004,Rajachandrasekar N.,M,Independent,IND,1085,1322216
Amethi,17,GEN,Tamil Nadu,2004,Samuel Raj.G.,M,Independent,IND,1098,1322216
Amethi,17,GEN,Tamil Nadu,2004,Sadasivam M.S.,M,Independent,IND,1212,1322216
Amethi,17,GEN,Tamil Nadu,2004,Palaniappan S.,M,Independent,IND,1384,1322216
Amethi,17,GEN,Tamil Nadu,2004,Subramanian.C.,M,Independent,IND,1450,1322216
Amethi,17,GEN,Tamil Nadu,2004,Subramani.P.,M,Independent,IND,1585,1322216
Amethi,17,GEN,Tamil Nadu,2004,Karuppanna Gounder K.,M,Independent,IND,2148,1322216
Amethi,17,GEN,Tamil Nadu,2004,Ramalingam S.T.,M,Bharatiya Janata Party,BJP,10264,1322216
Amethi,17,GEN,Tamil Nadu,2004,K.Perumal,M,All India Indira Congress (Tiwari),AIIC(T),18677,1322216
Amethi,17,GEN,Tamil Nadu,2004,P.Balakrishnan,M,Marumalarchi Dravida Munnetra Kazhagam,MDMK,40041,1322216
Amethi,17,GEN,Tamil Nadu,2004,Kumarasamy A.V.,M,All India Anna Dravida Munnetra Kazhagam,ADMK,278345,1322216
Amethi,17,GEN,Tamil Nadu,2004,K.P.Ramalingam,M,Dravida Munnetra Kazhagam,DMK,471533,1322216
Amethi,18,GEN,Tamil Nadu,2004,Joseph Frankel,M,Independent,IND,317,1199070
Amethi,18,GEN,Tamil Nadu,2004,Muthiah B,M,Anaithinthiya Thamizhaga Munnetra Kazhag,ATMK,348,1199070
Amethi,18,GEN,Tamil Nadu,2004,S.Myleswamy,M,Independent,IND,354,1199070
Amethi,18,GEN,Tamil Nadu,2004,Joseph D,M,Independent,IND,407,1199070
Amethi,18,GEN,Tamil Nadu,2004,R.Pooranachandran,M,Independent,IND,682,1199070
Amethi,18,GEN,Tamil Nadu,2004,Vijayakumar P,M,Independent,IND,712,1199070
Amethi,18,GEN,Tamil Nadu,2004,Murugesan M,M,Independent,IND,744,1199070
Amethi,18,GEN,Tamil Nadu,2004,Ramanujam G.R,M,Independent,IND,795,1199070
Amethi,18,GEN,Tamil Nadu,2004,M.Udhayashankar,M,Independent,IND,868,1199070
Amethi,18,GEN,Tamil Nadu,2004,Joy Mathew,M,Independent,IND,870,1199070
Amethi,18,GEN,Tamil Nadu,2004,K.Paramathma,M,Independent,IND,998,1199070
Amethi,18,GEN,Tamil Nadu,2004,Ranganathan A.G,M,Independent,IND,1016,1199070
Amethi,18,GEN,Tamil Nadu,2004,Rasa G,M,Independent,IND,1600,1199070
Amethi,18,GEN,Tamil Nadu,2004,M.Ashok,M,Shivsena,SHS,1824,1199070
Amethi,18,GEN,Tamil Nadu,2004,H.N.Kalla Gowder,M,Independent,IND,2019,1199070
Amethi,18,GEN,Tamil Nadu,2004,Loganathan V,M,Independent,IND,2069,1199070
Amethi,18,GEN,Tamil Nadu,2004,Mathan M. @ Master Mathan,M,Bharatiya Janata Party,BJP,32185,1199070
Amethi,18,GEN,Tamil Nadu,2004,C.V.Kandasamy,M,Janata Dal,JD,38462,1199070
Amethi,18,GEN,Tamil Nadu,2004,R.Prabhu,M,Indian National Congress,INC,194139,1199070
Amethi,18,GEN,Tamil Nadu,2004,Balasubramaniyan S.R.,M,Tamil Maanila Congress (Moopanar),TMC(M),475515,1199070
Amethi,19,GEN,Tamil Nadu,2004,Sheik Davood A.M,M,Independent,IND,426,971883
Amethi,19,GEN,Tamil Nadu,2004,Ponnusamy S.R.T.K,M,Independent,IND,551,971883
Amethi,19,GEN,Tamil Nadu,2004,Rangasamy K,M,Independent,IND,620,971883
Amethi,19,GEN,Tamil Nadu,2004,Balasubramanian P,M,Independent,IND,911,971883
Amethi,19,GEN,Tamil Nadu,2004,Nallasamy Gounder Ks,M,Independent,IND,912,971883
Amethi,19,GEN,Tamil Nadu,2004,Pachiappan K.R,M,Independent,IND,1040,971883
Amroha,19,GEN,Tamil Nadu,2004,Durai J.P,M,Independent,IND,1215,971883
Amroha,19,GEN,Tamil Nadu,2004,Chandrasekar S.P,M,Independent,IND,1453,971883
Amroha,19,GEN,Tamil Nadu,2004,Chinnaponnu Vathiyar V.M,M,Independent,IND,1595,971883
Amroha,19,GEN,Tamil Nadu,2004,Selwakumar Prabha L,M,Independent,IND,1922,971883
Amroha,19,GEN,Tamil Nadu,2004,Nallappannadi,M,Independent,IND,3066,971883
Amroha,19,GEN,Tamil Nadu,2004,Ponnusamy L.P,M,Independent,IND,3086,971883
Amroha,19,GEN,Tamil Nadu,2004,Chandrasekar A,M,Bharatiya Janata Party,BJP,11104,971883
Amroha,19,GEN,Tamil Nadu,2004,Palanisamy B,M,Marumalarchi Dravida Munnetra Kazhagam,MDMK,34096,971883
Amroha,19,GEN,Tamil Nadu,2004,Nacchimuthu Nadar C,M,Pattali Makkal Katchi,PMK,38368,971883
Amroha,19,GEN,Tamil Nadu,2004,Narayanan P.G,M,All India Anna Dravida Munnetra Kazhagam,ADMK,211014,971883
Amroha,19,GEN,Tamil Nadu,2004,Shanmugasundaram V.P,M,Dravida Munnetra Kazhagam,DMK,353982,971883
Amroha,20,GEN,Tamil Nadu,2004,Sampath S,M,Independent,IND,226,1317120
Amroha,20,GEN,Tamil Nadu,2004,Ponnusamy P.K.,M,Independent,IND,265,1317120
Amroha,20,GEN,Tamil Nadu,2004,Loganathan K.,M,Independent,IND,326,1317120
Amroha,20,GEN,Tamil Nadu,2004,Shanmugam D,M,Independent,IND,332,1317120
Amroha,20,GEN,Tamil Nadu,2004,Prabhakaran S,M,Independent,IND,339,1317120
Amroha,20,GEN,Tamil Nadu,2004,Jayabal A.,M,Independent,IND,339,1317120
Amroha,20,GEN,Tamil Nadu,2004,Arumugam C.K.,M,Independent,IND,342,1317120
Amroha,20,GEN,Tamil Nadu,2004,Ramaswamy M,M,Independent,IND,392,1317120
Amroha,20,GEN,Tamil Nadu,2004,Palanisamy V.R.Raju,M,Independent,IND,459,1317120
Amroha,20,GEN,Tamil Nadu,2004,Ramaswamy O,M,Samata Party,SAP,465,1317120
Amroha,20,GEN,Tamil Nadu,2004,Thangavelu R,M,Independent,IND,491,1317120
Amroha,20,GEN,Tamil Nadu,2004,Ramchandran .A.,M,Independent,IND,501,1317120
Amroha,20,GEN,Tamil Nadu,2004,Karuppusamy.A.,M,Independent,IND,550,1317120
Amroha,20,GEN,Tamil Nadu,2004,Sunderrajan S,M,Independent,IND,579,1317120
Amroha,20,GEN,Tamil Nadu,2004,Natarajan R.Thiyagi,M,Independent,IND,660,1317120
Amroha,20,GEN,Tamil Nadu,2004,Sakthivel M,M,Independent,IND,679,1317120
Amroha,20,GEN,Tamil Nadu,2004,Chinnaponnu Vathiyar V.M.,M,Independent,IND,695,1317120
Amroha,20,GEN,Tamil Nadu,2004,Palanisamy S,M,Independent,IND,856,1317120
Amroha,20,GEN,Tamil Nadu,2004,Noormuhamad A,M,Independent,IND,907,1317120
Amroha,20,GEN,Tamil Nadu,2004,Sivashanmugam S,M,Independent,IND,1092,1317120
Amroha,20,GEN,Tamil Nadu,2004,Durairaj G,M,Independent,IND,1245,1317120
Amroha,20,GEN,Tamil Nadu,2004,Arunan.Ki.,M,Shivsena,SHS,1288,1317120
Amroha,20,GEN,Tamil Nadu,2004,Subaramaniam .N.,M,Independent,IND,2270,1317120
Amroha,20,GEN,Tamil Nadu,2004,Tamilselvan S,M,Independent,IND,2396,1317120
Amroha,20,GEN,Tamil Nadu,2004,Chelladurai P.,M,Independent,IND,2627,1317120
Amroha,20,GEN,Tamil Nadu,2004,Guruswami Siddhan,M,Anaithinthiya Thamizhaga Munnetra Kazhag,ATMK,2873,1317120
Amroha,20,GEN,Tamil Nadu,2004,Natarajan K.S.,M,Bharatiya Janata Party,BJP,43289,1317120
Amroha,20,GEN,Tamil Nadu,2004,Natarajan P.R.,M,Communist Party Of India (Marxist),CPM,85355,1317120
Amroha,20,GEN,Tamil Nadu,2004,Kuppuswamy C.K.,M,Indian National Congress,INC,201020,1317120
Amroha,20,GEN,Tamil Nadu,2004,Ramanathan M.,M,Dravida Munnetra Kazhagam,DMK,463807,1317120
Amroha,21,SC,Tamil Nadu,2004,Veluswamy .K,M,Independent,IND,356,968739
Amroha,21,SC,Tamil Nadu,2004,Muniappan .S,M,Independent,IND,406,968739
Amroha,21,SC,Tamil Nadu,2004,Thangaraj .T,M,Independent,IND,436,968739
Amroha,21,SC,Tamil Nadu,2004,Thangavelu .V,M,Independent,IND,709,968739
Amroha,21,SC,Tamil Nadu,2004,Rajan K,M,Independent,IND,1483,968739
Amroha,21,SC,Tamil Nadu,2004,Veluswamy .K,M,Independent,IND,1587,968739
Amroha,21,SC,Tamil Nadu,2004,Nattarayan .N,M,Independent,IND,1840,968739
Amroha,21,SC,Tamil Nadu,2004,Elangandhi .E.K,M,Bharatiya Janata Party,BJP,15123,968739
Aonla,21,SC,Tamil Nadu,2004,Rajan K N,M,Janata Dal,JD,49032,968739
Aonla,21,SC,Tamil Nadu,2004,Anna Nambi .R,M,All India Anna Dravida Munnetra Kazhagam,ADMK,222852,968739
Aonla,21,SC,Tamil Nadu,2004,Kandasamy .V,M,Tamil Maanila Congress (Moopanar),TMC(M),361743,968739
Aonla,22,GEN,Tamil Nadu,2004,Ramaraja .G,M,Independent,IND,175,1067963
Aonla,22,GEN,Tamil Nadu,2004,Jothinandhakumar .R.N,M,Independent,IND,267,1067963
Aonla,22,GEN,Tamil Nadu,2004,Chandrasekaran .S,M,Independent,IND,314,1067963
Aonla,22,GEN,Tamil Nadu,2004,Abdul Khalaam Azad .K,M,Independent,IND,339,1067963
Aonla,22,GEN,Tamil Nadu,2004,Thangaraj .V,M,Independent,IND,364,1067963
Aonla,22,GEN,Tamil Nadu,2004,Thangavel .M,M,Independent,IND,411,1067963
Aonla,22,GEN,Tamil Nadu,2004,Muniappan .M,M,Independent,IND,442,1067963
Aonla,22,GEN,Tamil Nadu,2004,Balasubramani .P,M,Independent,IND,480,1067963
Aonla,22,GEN,Tamil Nadu,2004,Chinnasamy .L,M,Independent,IND,535,1067963
Aonla,22,GEN,Tamil Nadu,2004,Murugan .P,M,Independent,IND,618,1067963
Aonla,22,GEN,Tamil Nadu,2004,Kailasam .K,M,Independent,IND,720,1067963
Aonla,22,GEN,Tamil Nadu,2004,Karuppuchamy .P,M,Independent,IND,732,1067963
Aonla,22,GEN,Tamil Nadu,2004,Kumar .C,M,Independent,IND,1026,1067963
Aonla,22,GEN,Tamil Nadu,2004,Mohamad Hussain .A,M,Independent,IND,1136,1067963
Aonla,22,GEN,Tamil Nadu,2004,Balasubramaniam .K,M,Independent,IND,1280,1067963
Aonla,22,GEN,Tamil Nadu,2004,Muthuraj .R,M,Independent,IND,1592,1067963
Aonla,22,GEN,Tamil Nadu,2004,Francis Xavier .A,M,Independent,IND,2829,1067963
Aonla,22,GEN,Tamil Nadu,2004,Thirumalaisamy .K,M,Bharatiya Janata Party,BJP,8873,1067963
Aonla,22,GEN,Tamil Nadu,2004,Ponniyin Selvan .V,M,Marumalarchi Dravida Munnetra Kazhagam,MDMK,65489,1067963
Aonla,22,GEN,Tamil Nadu,2004,Kumarasamy .P,M,All India Anna Dravida Munnetra Kazhagam,ADMK,213149,1067963
Aonla,22,GEN,Tamil Nadu,2004,Kaarvendhan .S.K,M,Tamil Maanila Congress (Moopanar),TMC(M),405782,1067963
Aonla,23,GEN,Tamil Nadu,2004,Adaikkalam.P,M,Independent,IND,528,1075085
Aonla,23,GEN,Tamil Nadu,2004,Vijayarengan.D.K.,M,Independent,IND,560,1075085
Aonla,23,GEN,Tamil Nadu,2004,Karuthapandian.T.K,M,Independent,IND,781,1075085
Arakkonam,23,GEN,Tamil Nadu,2004,Soundaian.S,M,Independent,IND,794,1075085
Arakkonam,23,GEN,Tamil Nadu,2004,Velmuniraj.G,M,Independent,IND,810,1075085
Arakkonam,23,GEN,Tamil Nadu,2004,Baskaran.R,M,Independent,IND,845,1075085
Arakkonam,23,GEN,Tamil Nadu,2004,Muthumani.R,M,Anaithinthiya Thamizhaga Munnetra Kazhag,ATMK,4060,1075085
Arakkonam,23,GEN,Tamil Nadu,2004,Gopal.P,M,Pattali Makkal Katchi,PMK,10986,1075085
Arakkonam,23,GEN,Tamil Nadu,2004,Pasumponpandian.S,M,Marumalarchi Dravida Munnetra Kazhagam,MDMK,54202,1075085
Arakkonam,23,GEN,Tamil Nadu,2004,Sreenivaasan.C,M,All India Anna Dravida Munnetra Kazhagam,ADMK,176944,1075085
Arakkonam,23,GEN,Tamil Nadu,2004,Chitthan.N.S.V.,M,Tamil Maanila Congress (Moopanar),TMC(M),444858,1075085
Arakkonam,24,GEN,Tamil Nadu,2004,Amarnath J.R,M,Independent,IND,132,1200197
Arakkonam,24,GEN,Tamil Nadu,2004,Jawahar G,M,Independent,IND,174,1200197
Arakkonam,24,GEN,Tamil Nadu,2004,Jeyakumar M J,M,Independent,IND,186,1200197
Arakkonam,24,GEN,Tamil Nadu,2004,Ganesh Babu O.L,M,Independent,IND,187,1200197
Arakkonam,24,GEN,Tamil Nadu,2004,Jeyaram Naidu B,M,Independent,IND,197,1200197
Arakkonam,24,GEN,Tamil Nadu,2004,Vellai S,M,Independent,IND,209,1200197
Arakkonam,24,GEN,Tamil Nadu,2004,Jothikrishnan M R,M,Independent,IND,210,1200197
Arakkonam,24,GEN,Tamil Nadu,2004,Jeyakumar D,M,Independent,IND,218,1200197
Arakkonam,24,GEN,Tamil Nadu,2004,Krishnamoorthy G.R,M,Independent,IND,225,1200197
Arakkonam,24,GEN,Tamil Nadu,2004,Arunthiral Kandungkone,M,Independent,IND,229,1200197
Arakkonam,24,GEN,Tamil Nadu,2004,Geetha H,F,Independent,IND,263,1200197
Arakkonam,24,GEN,Tamil Nadu,2004,Krishnakumar M.S,M,Independent,IND,290,1200197
Arakkonam,24,GEN,Tamil Nadu,2004,Anand C,M,Independent,IND,318,1200197
Arakkonam,24,GEN,Tamil Nadu,2004,Gunaseelan J,M,Independent,IND,322,1200197
Arakkonam,24,GEN,Tamil Nadu,2004,Balasubramanian R,M,Independent,IND,354,1200197
