pc_name,pc_no,pc_type,st_name,year,cand_name,cand_sex,partyname,partyabbre,totvotpoll,electors
Bahraich,78,GEN,Uttar Pradesh,2014,Imtiaz Md. Khan,M,Independent,IND,23680,1098334
Bahraich,78,GEN,Uttar Pradesh,2014,Jugendra Singh Sirohi,M,Samajwadi Party,SP,75260,1098334
Bahraich,78,GEN,Uttar Pradesh,2014,Naz Khan,M,Bahujan Samaj Party,BSP,84282,1098334
Bahraich,78,GEN,Uttar Pradesh,2014,Saeedul Hassan,M,Indian National Congress,INC,118173,1098334
Bahraich,78,GEN,Uttar Pradesh,2014,Chhatra Pal,M,Bharatiya Janata Party,BJP,180102,1098334
Bahraich,79,GEN,Uttar Pradesh,2014,Ram Kumar,M,Independent,IND,360,1568097
Bahraich,79,GEN,Uttar Pradesh,2014,Zafer,M,Bharatiya Republican Paksha,BRPP,430,1568097
Bahraich,79,GEN,Uttar Pradesh,2014,Lal Singh,M,Independent,IND,519,1568097
Bahraich,79,GEN,Uttar Pradesh,2014,Gajendra Vatas,M,Akhil Bharat Hindu Mahasabha,ABHM,559,1568097
Bahraich,79,GEN,Uttar Pradesh,2014,Shahid,M,Independent,IND,576,1568097
Bahraich,79,GEN,Uttar Pradesh,2014,Shibban Ram,M,Ambedkar Samaj Party,ASP,900,1568097
Bahraich,79,GEN,Uttar Pradesh,2014,Narendra Singh Tevetiya,M,Shivsena,SHS,931,1568097
Bahraich,79,GEN,Uttar Pradesh,2014,Ram Das,M,Independent,IND,1264,1568097
Bahraich,79,GEN,Uttar Pradesh,2014,Mohd. Naeem,M,National Loktantrik Party,NLP,1416,1568097
Bahraich,79,GEN,Uttar Pradesh,2014,Satya Prakash,M,Ajeya Bharat Party,AJBP,1422,1568097
Bahraich,79,GEN,Uttar Pradesh,2014,Surendra Pradhan,M,All India Rajiv Krantikari Congress,AIRKC,1896,1568097
Bahraich,79,GEN,Uttar Pradesh,2014,Rakesh Yadav,M,Independent,IND,2113,1568097
Bahraich,79,GEN,Uttar Pradesh,2014,R.S. Bhandari,M,Independent,IND,2946,1568097
Ballia,79,GEN,Uttar Pradesh,2014,Ram Asrey,M,Samajwadi Party,SP,57989,1568097
Ballia,79,GEN,Uttar Pradesh,2014,Khalid,M,Bahujan Samaj Party,BSP,193221,1568097
Ballia,79,GEN,Uttar Pradesh,2014,Trilok Tyagi,M,Rashtriya Lok Dal,RLD,222567,1568097
Ballia,79,GEN,Uttar Pradesh,2014,Ramesh Chand Tomar,M,Bharatiya Janata Party,BJP,234525,1568097
Ballia,80,GEN,Uttar Pradesh,2014,Satish,M,Independent,IND,79,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Santosh,M,Independent,IND,81,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Suresh,M,Independent,IND,121,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Rakesh,M,Independent,IND,121,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Haji Noor Elahi,M,Independent,IND,146,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Zile Singh Alias Zile Ram,M,Ajeya Bharat Party,AJBP,156,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Anand Kumar,M,Independent,IND,188,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Sunil Kumar,M,Shivsena,SHS,188,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Mohd. Asim,M,Independent,IND,241,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Bhanu Pratap Singh,M,Independent,IND,460,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Khilafat,M,All India Rajiv Krantikari Congress,AIRKC,1097,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Dhoom Singh,M,Independent,IND,1269,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Jaggan Singh,M,Independent,IND,1494,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Tarachand,M,Independent,IND,1583,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Dhruv Narayan,M,Lok Shakti,LS,1937,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Naresh,M,Independent,IND,2644,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Jagveer Singh,M,Samajwadi Party,SP,13050,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Hajji Yaqoob,M,Bahujan Samaj Party,BSP,227133,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Amar Pal Singh,M,Bharatiya Janata Party,BJP,233620,1269454
Ballia,80,GEN,Uttar Pradesh,2014,Avtar Singh Bhadana,M,Indian National Congress,INC,258456,1269454
Ballia,81,GEN,Uttar Pradesh,2014,Rajpal Verma Alias Rajpal,M,Independent,IND,146,1321056
Ballia,81,GEN,Uttar Pradesh,2014,Gur Charan Singh Biltoria,M,Independent,IND,297,1321056
Ballia,81,GEN,Uttar Pradesh,2014,Lekhraj,M,Independent,IND,350,1321056
Ballia,81,GEN,Uttar Pradesh,2014,Ram Mohan,M,Shivsena,SHS,378,1321056
Ballia,81,GEN,Uttar Pradesh,2014,Shyam Mohan Gupta,M,Independent,IND,432,1321056
Ballia,81,GEN,Uttar Pradesh,2014,Ram Kishan,M,Independent,IND,631,1321056
Ballia,81,GEN,Uttar Pradesh,2014,Rahisu,M,National Loktantrik Party,NLP,1150,1321056
Ballia,81,GEN,Uttar Pradesh,2014,Brijpal Singh Tomar,M,Independent,IND,1222,1321056
Ballia,81,GEN,Uttar Pradesh,2014,Jai Singh Kashyap,M,Gareebjan Samaj Party,GSP,1561,1321056
Ballia,81,GEN,Uttar Pradesh,2014,Karam Singh,M,Bharatiya Republican Paksha,BRPP,1700,1321056
Ballia,81,GEN,Uttar Pradesh,2014,Jogender,M,Independent,IND,1919,1321056
Ballia,81,GEN,Uttar Pradesh,2014,Ashok,M,Independent,IND,1933,1321056
Ballia,81,GEN,Uttar Pradesh,2014,Mohammed Yasin,M,Independent,IND,2553,1321056
Ballia,81,GEN,Uttar Pradesh,2014,Summari,M,Independent,IND,2812,1321056
Ballia,81,GEN,Uttar Pradesh,2014,Dr. Narendra,M,Independent,IND,4553,1321056
Ballia,81,GEN,Uttar Pradesh,2014,Dr. Mirajuddin,M,Samajwadi Party,SP,59807,1321056
Ballia,81,GEN,Uttar Pradesh,2014,Tekchand,M,Bahujan Samaj Party,BSP,98900,1321056
Ballia,81,GEN,Uttar Pradesh,2014,Sompal,M,Bharatiya Janata Party,BJP,203650,1321056
Ballia,81,GEN,Uttar Pradesh,2014,Ajit Singh,M,Rashtriya Lok Dal,RLD,358069,1321056
Ballia,82,GEN,Uttar Pradesh,2014,Satya Singh,M,Independent,IND,172,1217407
Ballia,82,GEN,Uttar Pradesh,2014,Satyavir Singh,M,Independent,IND,196,1217407
Ballia,82,GEN,Uttar Pradesh,2014,Mangu Singh,M,Akhil Bharatiya Shivsena Rashtrawadi,ABSR,244,1217407
Ballia,82,GEN,Uttar Pradesh,2014,Rajesh Kumar,M,Independent,IND,248,1217407
Ballia,82,GEN,Uttar Pradesh,2014,Harvir Singh,M,Independent,IND,303,1217407
Ballia,82,GEN,Uttar Pradesh,2014,Sunil,M,Independent,IND,324,1217407
Ballia,82,GEN,Uttar Pradesh,2014,Ghan Shyam,M,Independent,IND,383,1217407
Ballia,82,GEN,Uttar Pradesh,2014,Omkar,M,Independent,IND,507,1217407
Ballia,82,GEN,Uttar Pradesh,2014,Rajendra,M,Independent,IND,580,1217407
Ballia,82,GEN,Uttar Pradesh,2014,Rajendra Singh,M,Ajeya Bharat Party,AJBP,618,1217407
Ballia,82,GEN,Uttar Pradesh,2014,Nareshi Lal,M,Independent,IND,789,1217407
Ballia,82,GEN,Uttar Pradesh,2014,Ramesh,M,Jan Satta Party,JSAP,908,1217407
Ballia,82,GEN,Uttar Pradesh,2014,Bhagat Singh,M,Independent,IND,2772,1217407
Balrampur,82,GEN,Uttar Pradesh,2014,Rajnish Mittal,M,Independent,IND,3108,1217407
Balrampur,82,GEN,Uttar Pradesh,2014,Pravin Kumar,M,Independent,IND,3684,1217407
Balrampur,82,GEN,Uttar Pradesh,2014,Brahempal,M,Bharatiya Naujawan Dal,BND,3895,1217407
Balrampur,82,GEN,Uttar Pradesh,2014,Ved Prakash Ved,M,Communist Party Of India,CPI,9208,1217407
Balrampur,82,GEN,Uttar Pradesh,2014,Tej Pal,M,Independent,IND,10605,1217407
Balrampur,82,GEN,Uttar Pradesh,2014,Harendra Singh,M,Samajwadi Party,SP,112499,1217407
Balrampur,82,GEN,Uttar Pradesh,2014,Rajpal Singh Saini,M,Bahujan Samaj Party,BSP,163721,1217407
Balrampur,82,GEN,Uttar Pradesh,2014,Sohanveer Singh,M,Bharatiya Janata Party,BJP,170918,1217407
Balrampur,82,GEN,Uttar Pradesh,2014,Saiduzzaman,M,Indian National Congress,INC,196669,1217407
Balrampur,83,GEN,Uttar Pradesh,2014,Satendra Kumar,M,Independent,IND,154,1099503
Balrampur,83,GEN,Uttar Pradesh,2014,Lakhmi,M,Independent,IND,254,1099503
Balrampur,83,GEN,Uttar Pradesh,2014,Anand Prakash,M,Independent,IND,396,1099503
Balrampur,83,GEN,Uttar Pradesh,2014,Vishwash,M,Ajeya Bharat Party,AJBP,487,1099503
Balrampur,83,GEN,Uttar Pradesh,2014,Anwar Husan,M,Independent,IND,570,1099503
Balrampur,83,GEN,Uttar Pradesh,2014,Dharamveer Singh,M,Jan Satta Party,JSAP,824,1099503
Balrampur,83,GEN,Uttar Pradesh,2014,Satish,M,Independent,IND,983,1099503
Balrampur,83,GEN,Uttar Pradesh,2014,Rifaquat Ali,M,Independent,IND,1488,1099503
Balrampur,83,GEN,Uttar Pradesh,2014,Tejveer Singh,M,Independent,IND,2632,1099503
Balrampur,83,GEN,Uttar Pradesh,2014,Mahesh Pal,M,Independent,IND,3171,1099503
Balrampur,83,GEN,Uttar Pradesh,2014,Tahir,M,National Loktantrik Party,NLP,4141,1099503
Balrampur,83,GEN,Uttar Pradesh,2014,Narendra Tyagi,M,Independent,IND,4487,1099503
Balrampur,83,GEN,Uttar Pradesh,2014,Pooran Singh,M,Independent,IND,5522,1099503
Balrampur,83,GEN,Uttar Pradesh,2014,Munavvar Husan,M,Samajwadi Party,SP,134159,1099503
Balrampur,83,GEN,Uttar Pradesh,2014,Ram Kishan Kashyap,M,Bahujan Samaj Party,BSP,158341,1099503
Balrampur,83,GEN,Uttar Pradesh,2014,Niranjan Singh Malik,M,Bharatiya Janata Party,BJP,168073,1099503
Balrampur,83,GEN,Uttar Pradesh,2014,Amir Alam,M,Rashtriya Lok Dal,RLD,206345,1099503
Balrampur,84,GEN,Uttar Pradesh,2014,Ata-Ur-Rehman,M,Independent,IND,1667,1261896
Balrampur,84,GEN,Uttar Pradesh,2014,Noman Masood,M,Independent,IND,1704,1261896
Balrampur,84,GEN,Uttar Pradesh,2014,Jai Singh,M,Jan Satta Party,JSAP,3756,1261896
Balrampur,84,GEN,Uttar Pradesh,2014,Urv Rehman (Ubaidur Rehman),M,Muslim League Kerala State Committee,MUL,3863,1261896
Balrampur,84,GEN,Uttar Pradesh,2014,Anil,M,Independent,IND,4586,1261896
Balurghat,84,GEN,Uttar Pradesh,2014,Saleem,M,Independent,IND,4738,1261896
Balurghat,84,GEN,Uttar Pradesh,2014,Abhinandan Pathak,M,Independent,IND,7869,1261896
Balurghat,84,GEN,Uttar Pradesh,2014,Mohd. Irshad,M,Samajwadi Party,SP,42276,1261896
Balurghat,84,GEN,Uttar Pradesh,2014,Nirbhay Paul Sharma,M,Independent,IND,109489,1261896
Balurghat,84,GEN,Uttar Pradesh,2014,Nakli Singh,M,Bharatiya Janata Party,BJP,143000,1261896
Balurghat,84,GEN,Uttar Pradesh,2014,Rasheed Masood,M,Rashtriya Lok Dal,RLD,213352,1261896
Balurghat,84,GEN,Uttar Pradesh,2014,Mansoor Ali Khan,M,Bahujan Samaj Party,BSP,235659,1261896
Balurghat,85,SC,Uttar Pradesh,2014,Harpal Singh,M,Independent,IND,659,1183770
Balurghat,85,SC,Uttar Pradesh,2014,Surendra,M,Independent,IND,1603,1183770
Balurghat,85,SC,Uttar Pradesh,2014,Dr. Bhagwan Das,M,Lok Shakti,LS,3023,1183770
Balurghat,85,SC,Uttar Pradesh,2014,Sadhu Ram,M,Shivsena,SHS,3727,1183770
Balurghat,85,SC,Uttar Pradesh,2014,Rajbeer Kori,M,Independent,IND,4250,1183770
Balurghat,85,SC,Uttar Pradesh,2014,Amar Singh,M,National Loktantrik Party,NLP,4821,1183770
Balurghat,85,SC,Uttar Pradesh,2014,Sukhpal Singh Balmiki,M,Jan Satta Party,JSAP,5536,1183770
Balurghat,85,SC,Uttar Pradesh,2014,Smt. Rekha Balmiki,F,Independent,IND,8607,1183770
Balurghat,85,SC,Uttar Pradesh,2014,Surendra Kumar Rakesh,M,Samajwadi Party,SP,54091,1183770
Balurghat,85,SC,Uttar Pradesh,2014,Shishpal Alias S.P. Singh Engineer,M,Indian National Congress,INC,139724,1183770
Balurghat,85,SC,Uttar Pradesh,2014,Ramesh Kumar Burman,M,Bahujan Samaj Party,BSP,203997,1183770
Balurghat,85,SC,Uttar Pradesh,2014,Harpal Singh Sathi,M,Bharatiya Janata Party,BJP,236844,1183770
Balurghat,1,SC,Uttar Pradesh,2014,Ratan Singh,M,IBSP,IBSP,972,1355437
Balurghat,1,SC,Uttar Pradesh,2014,Bhishan Parsad,M,BRPP,BRPP,2314,1355437
Balurghat,1,SC,Uttar Pradesh,2014,Ghan Shyam,M,IND,IND,2362,1355437
Balurghat,1,SC,Uttar Pradesh,2014,Udit Raj,M,IJP,IJP,2995,1355437
Balurghat,1,SC,Uttar Pradesh,2014,Satya Narayan,M,RPI(A),RPI(A),3173,1355437
Balurghat,1,SC,Uttar Pradesh,2014,Vijay Singh,M,BKD,BKD,3268,1355437
Balurghat,1,SC,Uttar Pradesh,2014,Jai Mala,F,IND,IND,3622,1355437
Balurghat,1,SC,Uttar Pradesh,2014,Man Singh Ashok,M,IND,IND,3662,1355437
Balurghat,1,SC,Uttar Pradesh,2014,Mahender Kumar,M,MC,MC,5113,1355437
Balurghat,1,SC,Uttar Pradesh,2014,Harkes Singh,M,PHSP,PHSP,5672,1355437
Balurghat,1,SC,Uttar Pradesh,2014,Suraj Kumar,M,MUL,MUL,6634,1355437
Balurghat,1,SC,Uttar Pradesh,2014,Munshiram S/O Shri Makhhan,M,IND,IND,9191,1355437
Balurghat,1,SC,Uttar Pradesh,2014,Jiraj Singh,M,INC,INC,32396,1355437
Balurghat,1,SC,Uttar Pradesh,2014,Sheesh Ram Singh Ravi,M,BJP,BJP,101340,1355437
Balurghat,1,SC,Uttar Pradesh,2014,Ghan Shyam Chandr Kharwar,M,BSP,BSP,221424,1355437
Balurghat,1,SC,Uttar Pradesh,2014,Munshiram S/O Sri Ramcharan Singh,M,RLD,RLD,301599,1355437
Balurghat,2,GEN,Uttar Pradesh,2014,Naresh,M,IND,IND,645,1342541
Balurghat,2,GEN,Uttar Pradesh,2014,Yad Ram,M,LP(S),LP(S),676,1342541
Balurghat,2,GEN,Uttar Pradesh,2014,Jabar Singh,M,IJP,IJP,942,1342541
Balurghat,2,GEN,Uttar Pradesh,2014,Narendra Sani,M,SHS,SHS,962,1342541
Balurghat,2,GEN,Uttar Pradesh,2014,Matlub,M,RSBP,RSBP,1108,1342541
Balurghat,2,GEN,Uttar Pradesh,2014,Nasim Khan,M,RJD,RJD,1203,1342541
Balurghat,2,GEN,Uttar Pradesh,2014,Shaveer,M,IND,IND,1246,1342541
Balurghat,2,GEN,Uttar Pradesh,2014,Ramesh Singh,M,IND,IND,1579,1342541
Balurghat,2,GEN,Uttar Pradesh,2014,Ranveer,M,IND,IND,2358,1342541
Balurghat,2,GEN,Uttar Pradesh,2014,Sarfaraj Ahmad,M,IND,IND,4074,1342541
Balurghat,2,GEN,Uttar Pradesh,2014,Sanjay,M,IND,IND,6040,1342541
Balurghat,2,GEN,Uttar Pradesh,2014,Vikram Singh,M,INC,INC,7949,1342541
Balurghat,2,GEN,Uttar Pradesh,2014,Chetan Chauhan,M,BJP,BJP,130519,1342541
Balurghat,2,GEN,Uttar Pradesh,2014,Aley Hasan,M,BSP,BSP,168698,1342541
Balurghat,2,GEN,Uttar Pradesh,2014,Mahmood Madni,M,RLD,RLD,269638,1342541
Balurghat,2,GEN,Uttar Pradesh,2014,Harish Nagpal,M,IND,IND,287522,1342541
Balurghat,3,GEN,Uttar Pradesh,2014,Azam Ansari,M,IND,IND,877,1353266
Balurghat,3,GEN,Uttar Pradesh,2014,Jay Prakash,M,IND,IND,989,1353266
Balurghat,3,GEN,Uttar Pradesh,2014,Nutan Vijay,M,IND,IND,1168,1353266
Balurghat,3,GEN,Uttar Pradesh,2014,Faeem Akhtar,F,IND,IND,1548,1353266
Balurghat,3,GEN,Uttar Pradesh,2014,Brahm Dev,M,IND,IND,2156,1353266
Balurghat,3,GEN,Uttar Pradesh,2014,Mohd. Nasir,M,INLD,INLD,2212,1353266
Balurghat,3,GEN,Uttar Pradesh,2014,Rajesh Saini,M,SHS,SHS,2860,1353266
Balurghat,3,GEN,Uttar Pradesh,2014,Asha Pal,F,LP(S),LP(S),5479,1353266
Balurghat,3,GEN,Uttar Pradesh,2014,Mohd. Salim,M,IND,IND,6764,1353266
Balurghat,3,GEN,Uttar Pradesh,2014,Parmeshwar Lal,M,IND,IND,38170,1353266
Balurghat,3,GEN,Uttar Pradesh,2014,Dr. Masood Ahmad,M,NLP,NLP,42018,1353266
Balurghat,3,GEN,Uttar Pradesh,2014,Iftakar Mohammad Khan,M,BSP,BSP,150616,1353266
Balurghat,3,GEN,Uttar Pradesh,2014,Chandra Vijay Singh Urf Baby Raja,M,BJP,BJP,182239,1353266
Balurghat,3,GEN,Uttar Pradesh,2014,Dr. Shafiqurrahman Barq,M,SP,SP,218079,1353266
Balurghat,4,GEN,Uttar Pradesh,2014,Gomti,F,RPD,RPD,815,1420598
Banda,4,GEN,Uttar Pradesh,2014,Gurnam Singh,M,IJP,IJP,1084,1420598
Banda,4,GEN,Uttar Pradesh,2014,Mahavir Singh,M,LP(S),LP(S),1347,1420598
Banda,4,GEN,Uttar Pradesh,2014,Amar Singh Gautam,M,IND,IND,1472,1420598
Banda,4,GEN,Uttar Pradesh,2014,Noor Mohammad,M,JD(S),JD(S),1724,1420598
Banda,4,GEN,Uttar Pradesh,2014,Veena Sagar,F,AD,AD,1748,1420598
Banda,4,GEN,Uttar Pradesh,2014,Raza Shan Khan,M,IND,IND,3031,1420598
Banda,4,GEN,Uttar Pradesh,2014,Kallu,M,IND,IND,3692,1420598
Banda,4,GEN,Uttar Pradesh,2014,Kaushal Kumar,M,IND,IND,3720,1420598
Banda,4,GEN,Uttar Pradesh,2014,Mohd. Rehan,M,IND,IND,3901,1420598
Banda,4,GEN,Uttar Pradesh,2014,Anurag,M,SHS,SHS,4090,1420598
Banda,4,GEN,Uttar Pradesh,2014,Rais Ahmad,M,IND,IND,4332,1420598
Banda,4,GEN,Uttar Pradesh,2014,Ghan Shyam Singh,M,IND,IND,4632,1420598
Banda,4,GEN,Uttar Pradesh,2014,Nand Kishor,M,IND,IND,6077,1420598
Banda,4,GEN,Uttar Pradesh,2014,Shiv Bahadur Saxena,M,JP,JP,27434,1420598
Banda,4,GEN,Uttar Pradesh,2014,Rajendra Kumar Sharma,M,BJP,BJP,121785,1420598
Banda,4,GEN,Uttar Pradesh,2014,Afroz Ali Khan,M,BSP,BSP,126406,1420598
Banda,4,GEN,Uttar Pradesh,2014,Bagum Noor Bano Alias Mehtab Zamani Begum,F,INC,INC,203916,1420598
Banda,4,GEN,Uttar Pradesh,2014,P. Jaya Prada Nahata,F,SP,SP,289390,1420598
Banda,5,GEN,Uttar Pradesh,2014,Naresh Kumar Sharma,M,IND,IND,940,1249017
Banda,5,GEN,Uttar Pradesh,2014,Touseef Mu. Khan,M,IND,IND,1030,1249017
Banda,5,GEN,Uttar Pradesh,2014,Noor Muhammad Kureshi,M,IND,IND,1171,1249017
Banda,5,GEN,Uttar Pradesh,2014,Manoj,M,IND,IND,1743,1249017
Banda,5,GEN,Uttar Pradesh,2014,Bhuvnesh,M,IND,IND,1756,1249017
Banda,5,GEN,Uttar Pradesh,2014,Bhagwan Sahay,M,RSBP,RSBP,1952,1249017
Banda,5,GEN,Uttar Pradesh,2014,Shaqeel Allam Saifi,M,NBNP,NBNP,2224,1249017
Banda,5,GEN,Uttar Pradesh,2014,Ajay,M,IND,IND,2544,1249017
Banda,5,GEN,Uttar Pradesh,2014,Habiburrehman,M,IND,IND,5836,1249017
Banda,5,GEN,Uttar Pradesh,2014,Ashok Yadav,M,INC,INC,12063,1249017
Banda,5,GEN,Uttar Pradesh,2014,Omveer Singh,M,BJP,BJP,74815,1249017
Banda,5,GEN,Uttar Pradesh,2014,Dharampal Yadav D.P.Yadav,M,RPD,RPD,137273,1249017
Banda,5,GEN,Uttar Pradesh,2014,Tarannum Aqeel,F,BSP,BSP,158988,1249017
Banda,5,GEN,Uttar Pradesh,2014,Pro. Ram Gopal Yadav,M,SP,SP,357049,1249017
Banda,6,GEN,Uttar Pradesh,2014,Riyasat Khan,M,SAP,SAP,1572,1200435
Banda,6,GEN,Uttar Pradesh,2014,Hulasi,M,ASP,ASP,2146,1200435
Banda,6,GEN,Uttar Pradesh,2014,Rajendra Singh Pal,M,LP(S),LP(S),2481,1200435
Banda,6,GEN,Uttar Pradesh,2014,Anoop Saxena,M,JP,JP,2929,1200435
Banda,6,GEN,Uttar Pradesh,2014,Rao Govind Singh Yadav,M,IND,IND,4532,1200435
Banda,6,GEN,Uttar Pradesh,2014,Mahboob Husain Ansari,M,INC,INC,20359,1200435
Banda,6,GEN,Uttar Pradesh,2014,Prem Pal Singh Yadav,M,BSP,BSP,75886,1200435
Banda,6,GEN,Uttar Pradesh,2014,Brijpal Singh Shakya,M,BJP,BJP,214391,1200435
Banda,6,GEN,Uttar Pradesh,2014,Saleem Iqbal Shervani,M,SP,SP,265713,1200435
Banda,7,GEN,Uttar Pradesh,2014,Kalawati,F,IND,IND,1794,1145865
Banda,7,GEN,Uttar Pradesh,2014,Kunwar Sen,M,IND,IND,1937,1145865
Banda,7,GEN,Uttar Pradesh,2014,Shyam Singh,M,RKSP,RKSP,2563,1145865
Banda,7,GEN,Uttar Pradesh,2014,Vinod Kumar,M,ASP,ASP,2901,1145865
Banda,7,GEN,Uttar Pradesh,2014,Anil Kumar,M,IND,IND,4152,1145865
Banda,7,GEN,Uttar Pradesh,2014,Maharaj Singh,M,IND,IND,7132,1145865
Banda,7,GEN,Uttar Pradesh,2014,Nanhe Lal,M,NCP,NCP,8656,1145865
Banda,7,GEN,Uttar Pradesh,2014,Jai Pal Singh,M,IND,IND,17379,1145865
Banda,7,GEN,Uttar Pradesh,2014,Alauddeen Khan,M,INC,INC,47973,1145865
Banda,7,GEN,Uttar Pradesh,2014,Sudhir Kumar Maurya,M,BSP,BSP,142198,1145865
Banda,7,GEN,Uttar Pradesh,2014,Rajveer Singh,M,SP,SP,146451,1145865
Banda,7,GEN,Uttar Pradesh,2014,Kunwar Sarvraj Singh,M,JD(U),JD(U),153322,1145865
Banda,8,GEN,Uttar Pradesh,2014,Chiraunji Lal,M,IND,IND,688,1556024
Banda,8,GEN,Uttar Pradesh,2014,Chhadammi Lal Sagar,M,IND,IND,807,1556024
Banda,8,GEN,Uttar Pradesh,2014,Janish,M,IND,IND,987,1556024
Bangaon,8,GEN,Uttar Pradesh,2014,Vrahaspati Giri,M,SHS,SHS,1450,1556024
Bangaon,8,GEN,Uttar Pradesh,2014,Yogendra Patel,M,IND,IND,2444,1556024
Bangaon,8,GEN,Uttar Pradesh,2014,Shakeel Ahmad Ansari,M,IND,IND,2659,1556024
Bangaon,8,GEN,Uttar Pradesh,2014,Nem Chandra,M,AD,AD,3005,1556024
Bangaon,8,GEN,Uttar Pradesh,2014,Guljari Lal,M,NSP,NSP,3069,1556024
Bangaon,8,GEN,Uttar Pradesh,2014,Omkar Singh,M,IND,IND,3144,1556024
Bangaon,8,GEN,Uttar Pradesh,2014,Sakir Husain,M,IND,IND,3671,1556024
Bangaon,8,GEN,Uttar Pradesh,2014,Hari Om Singh,M,IND,IND,9450,1556024
Bangaon,8,GEN,Uttar Pradesh,2014,Islam Sabir,M,SP,SP,120474,1556024
Bangaon,8,GEN,Uttar Pradesh,2014,Praveen Singh Aron,M,INC,INC,191342,1556024
Bangaon,8,GEN,Uttar Pradesh,2014,Akbar Ahmed Dempi,M,BSP,BSP,210007,1556024
Bangaon,8,GEN,Uttar Pradesh,2014,Santosh Gangwar,M,BJP,BJP,269651,1556024
Bangaon,9,GEN,Uttar Pradesh,2014,Manohar Lal,M,EKD(UP),EKD(UP),1031,1285919
Bangaon,9,GEN,Uttar Pradesh,2014,Mahavir Singh,M,ABRS,ABRS,1251,1285919
Bangaon,9,GEN,Uttar Pradesh,2014,Puranlal,M,RSBP,RSBP,1363,1285919
Bangaon,9,GEN,Uttar Pradesh,2014,Kulbinder Singh,M,IND,IND,2030,1285919
Bangaon,9,GEN,Uttar Pradesh,2014,Paramjeet Sharma,M,IND,IND,2203,1285919
Bangaon,9,GEN,Uttar Pradesh,2014,Babu Ram,M,IND,IND,2272,1285919
Bangaon,9,GEN,Uttar Pradesh,2014,Satyendra,M,AD,AD,3194,1285919
Bankura,9,GEN,Uttar Pradesh,2014,Mahendra Singh,M,IND,IND,4967,1285919
Bankura,9,GEN,Uttar Pradesh,2014,Motiram Rajput,M,IND,IND,11027,1285919
Bankura,9,GEN,Uttar Pradesh,2014,Krishna Adhikari,F,CPI(ML)(L),CPI(ML)(L),11804,1285919
Bankura,9,GEN,Uttar Pradesh,2014,V.M Singh,M,INC,INC,106186,1285919
Bankura,9,GEN,Uttar Pradesh,2014,Anis Ahmad Khan Alias Phool Babu,M,BSP,BSP,121269,1285919
Bankura,9,GEN,Uttar Pradesh,2014,Satyapal Gangwar,M,SP,SP,152895,1285919
Bankura,9,GEN,Uttar Pradesh,2014,Maneka Gandhi,F,BJP,BJP,255615,1285919
Bankura,10,GEN,Uttar Pradesh,2014,Satya Pal,M,IND,IND,484,1240983
Bankura,10,GEN,Uttar Pradesh,2014,Sumat Ranjan,M,IND,IND,603,1240983
Bankura,10,GEN,Uttar Pradesh,2014,Shri Krishna Pathak,M,IND,IND,647,1240983
Bankura,10,GEN,Uttar Pradesh,2014,Sarnam Singh,M,IND,IND,692,1240983
Bankura,10,GEN,Uttar Pradesh,2014,Rajesh Yadav,M,IND,IND,709,1240983
Bankura,10,GEN,Uttar Pradesh,2014,Verendra,M,IND,IND,888,1240983
Bankura,10,GEN,Uttar Pradesh,2014,Ram Sewak,M,EKD(UP),EKD(UP),908,1240983
Bankura,10,GEN,Uttar Pradesh,2014,Ahivaran Lal,M,IND,IND,1016,1240983
Bankura,10,GEN,Uttar Pradesh,2014,Ramesh Chandra,M,RPI,RPI,1172,1240983
Bankura,10,GEN,Uttar Pradesh,2014,Dr. Amar Singh Kushwaha,M,IND,IND,1200,1240983
Bankura,10,GEN,Uttar Pradesh,2014,Rakesh Kumar,M,IND,IND,1478,1240983
Bankura,10,GEN,Uttar Pradesh,2014,Ashok,M,IND,IND,1478,1240983
Bankura,10,GEN,Uttar Pradesh,2014,Muneshwar,M,IND,IND,1523,1240983
Bankura,10,GEN,Uttar Pradesh,2014,Udit Yadav,M,IND,IND,1605,1240983
Bankura,10,GEN,Uttar Pradesh,2014,Desh Raj,M,IND,IND,1690,1240983
Bankura,10,GEN,Uttar Pradesh,2014,Surendra Nath,M,IND,IND,1771,1240983
Bankura,10,GEN,Uttar Pradesh,2014,Ram Rakch Pal,M,LP(S),LP(S),2128,1240983
