pc_name,pc_no,pc_type,st_name,year,cand_name,cand_sex,partyname,partyabbre,totvotpoll,electors
Agra,26,GEN,Uttar Pradesh,2009,Anand Krishna,M,Independent,IND,5076,758038
Agra,26,GEN,Uttar Pradesh,2009,Kaushelendra,M,Janata Party,JNP,6399,758038
Agra,26,GEN,Uttar Pradesh,2009,Ram Shabad,M,Independent,IND,10816,758038
Agra,26,GEN,Uttar Pradesh,2009,Ram Sumer Yadava,M,Communist Party Of India,CPI,15451,758038
Agra,26,GEN,Uttar Pradesh,2009,Ram Avadh Misra,M,Lok Dal,LKD,59101,758038
Agra,26,GEN,Uttar Pradesh,2009,Mustakeem,M,Independent,IND,59625,758038
Agra,26,GEN,Uttar Pradesh,2009,Raj Karan Singh,M,Indian National Congress,INC,219682,758038
Agra,27,SC,Uttar Pradesh,2009,Beni Madhu,M,Independent,IND,1042,756377
Agra,27,SC,Uttar Pradesh,2009,Nand Lal Bharti,M,Independent,IND,1727,756377
Agra,27,SC,Uttar Pradesh,2009,Girdhari Lal,M,Independent,IND,2118,756377
Agra,27,SC,Uttar Pradesh,2009,Henchal,M,Independent,IND,2597,756377
Agra,27,SC,Uttar Pradesh,2009,Om Prakesh,M,Independent,IND,2904,756377
Agra,27,SC,Uttar Pradesh,2009,Lal Dew,M,Independent,IND,3523,756377
Agra,27,SC,Uttar Pradesh,2009,Jai Ram,M,Independent,IND,3524,756377
Agra,27,SC,Uttar Pradesh,2009,Ram Ajor,M,Independent,IND,3794,756377
Agra,27,SC,Uttar Pradesh,2009,Babu Lal,M,Independent,IND,3818,756377
Agra,27,SC,Uttar Pradesh,2009,Shanker,M,Independent,IND,4720,756377
Agra,27,SC,Uttar Pradesh,2009,Puranmasi,M,Independent,IND,7044,756377
Agra,27,SC,Uttar Pradesh,2009,Shiv Pal,M,Doordarshi Party,DDP,7871,756377
Agra,27,SC,Uttar Pradesh,2009,Ram Prasad Visharad,M,Independent,IND,10099,756377
Agra,27,SC,Uttar Pradesh,2009,Ram Kewal Chaudhari,M,Independent,IND,30492,756377
Agra,27,SC,Uttar Pradesh,2009,Shyam Charan Prasad,M,Independent,IND,30512,756377
Agra,27,SC,Uttar Pradesh,2009,Ram Awadh,M,Lok Dal,LKD,124527,756377
Agra,27,SC,Uttar Pradesh,2009,Ram Piyare Suman,M,Indian National Congress,INC,194148,756377
Agra,28,GEN,Uttar Pradesh,2009,Ram Nath Dube,M,Independent,IND,988,723860
Agra,28,GEN,Uttar Pradesh,2009,Ram Dular,M,Independent,IND,1233,723860
Agra,28,GEN,Uttar Pradesh,2009,Sarabjeet Singh,M,Independent,IND,1531,723860
Agra,28,GEN,Uttar Pradesh,2009,Lalta Prasad,M,Independent,IND,1875,723860
Agra,28,GEN,Uttar Pradesh,2009,Pawan Kumar Misra,M,Independent,IND,1919,723860
Agra,28,GEN,Uttar Pradesh,2009,Basant Lal Verma,M,Independent,IND,2193,723860
Agra,28,GEN,Uttar Pradesh,2009,Surendra Nath Verma,M,Independent,IND,3319,723860
Agra,28,GEN,Uttar Pradesh,2009,Ram Lakhan,M,Independent,IND,5128,723860
Agra,28,GEN,Uttar Pradesh,2009,Umapati,M,Doordarshi Party,DDP,5508,723860
Agra,28,GEN,Uttar Pradesh,2009,Audhesh Kumar,M,Independent,IND,19133,723860
Agra,28,GEN,Uttar Pradesh,2009,Tausif Ahmad,M,Independent,IND,19540,723860
Agra,28,GEN,Uttar Pradesh,2009,Gaya Prasad Singh,M,Bharatiya Janta Party,BJP,27735,723860
Agra,28,GEN,Uttar Pradesh,2009,Anant Ram,M,Janata Party,JNP,56594,723860
Agra,28,GEN,Uttar Pradesh,2009,Mitrasen,M,Communist Party Of India,CPI,68660,723860
Agra,28,GEN,Uttar Pradesh,2009,Nirmal Khatri,M,Indian National Congress,INC,173152,723860
Agra,29,SC,Uttar Pradesh,2009,Teeka Ram,M,Independent,IND,3884,692717
Agra,29,SC,Uttar Pradesh,2009,Kamla,F,Independent,IND,5629,692717
Agra,29,SC,Uttar Pradesh,2009,Ram Saran,M,Independent,IND,6183,692717
Agra,29,SC,Uttar Pradesh,2009,Chheda Lal Rawat,M,Independent,IND,8138,692717
Agra,29,SC,Uttar Pradesh,2009,Vidhya Prasad,M,Doordarshi Party,DDP,13458,692717
Agra,29,SC,Uttar Pradesh,2009,Vishwa Nath Prasad,M,Janata Party,JNP,31999,692717
Agra,29,SC,Uttar Pradesh,2009,Ram Sagar,M,Lok Dal,LKD,108129,692717
Agra,29,SC,Uttar Pradesh,2009,Kamla Prasad,M,Indian National Congress,INC,202790,692717
Agra,30,GEN,Uttar Pradesh,2009,Mohammad Yusuf,M,Independent,IND,4113,724076
Agra,30,GEN,Uttar Pradesh,2009,Masood Ahmad,M,Independent,IND,7887,724076
Agra,30,GEN,Uttar Pradesh,2009,Syed Ather Hussain Rizwi,M,Independent,IND,13404,724076
Agra,30,GEN,Uttar Pradesh,2009,Oudesh Kumar,M,Doordarshi Party,DDP,14345,724076
Agra,30,GEN,Uttar Pradesh,2009,Amrendra Narain Tripathi,M,Bharatiya Janta Party,BJP,26918,724076
Agra,30,GEN,Uttar Pradesh,2009,Luxmi Narain Mani Tripathi,M,Janata Party,JNP,28703,724076
Agra,30,GEN,Uttar Pradesh,2009,Beri Prasad Verma,M,Lok Dal,LKD,63118,724076
Agra,30,GEN,Uttar Pradesh,2009,Rana Vir Singh,M,Indian National Congress,INC,179948,724076
Agra,31,GEN,Uttar Pradesh,2009,Rustam Ali,M,Independent,IND,1883,762567
Agra,31,GEN,Uttar Pradesh,2009,Bal Krishna,M,Independent,IND,2092,762567
Agra,31,GEN,Uttar Pradesh,2009,Lallan Prasad,M,Independent,IND,2280,762567
Agra,31,GEN,Uttar Pradesh,2009,Sunder Lal Verma,M,Independent,IND,2617,762567
Agra,31,GEN,Uttar Pradesh,2009,Tara Devi,F,Independent,IND,3556,762567
Agra,31,GEN,Uttar Pradesh,2009,Laxmi Kant Pandey,M,Independent,IND,3915,762567
Agra,31,GEN,Uttar Pradesh,2009,Chitrajan Dass,M,Janata Party,JNP,6362,762567
Agra,31,GEN,Uttar Pradesh,2009,Mohd. Mizamundin,M,Lok Dal,LKD,15559,762567
Agra,31,GEN,Uttar Pradesh,2009,Prem Pal,M,Doordarshi Party,DDP,18483,762567
Agra,31,GEN,Uttar Pradesh,2009,Fuzlur Rahman Ansari,M,Communist Party Of India,CPI,40262,762567
Agra,31,GEN,Uttar Pradesh,2009,Rudra Sen Chaudhari,M,Bharatiya Janta Party,BJP,77601,762567
Agra,31,GEN,Uttar Pradesh,2009,Arif Mohammad Khan,M,Indian National Congress,INC,178621,762567
Agra,32,GEN,Uttar Pradesh,2009,Ram Prasad,M,Independent,IND,333,753870
Agra,32,GEN,Uttar Pradesh,2009,Vishwa Nath,M,Independent,IND,840,753870
Agra,32,GEN,Uttar Pradesh,2009,Harihar Narain,M,Independent,IND,922,753870
Agra,32,GEN,Uttar Pradesh,2009,Musibat Ali,M,Independent,IND,1249,753870
Agra,32,GEN,Uttar Pradesh,2009,Jang Bahadur Singh,M,Independent,IND,1321,753870
Agra,32,GEN,Uttar Pradesh,2009,Shiva Narain Gupta,M,Independent,IND,1683,753870
Agra,32,GEN,Uttar Pradesh,2009,Krishna Nand Yadav,M,Independent,IND,1877,753870
Agra,32,GEN,Uttar Pradesh,2009,Saiyed Abdul Rauf,M,Janata Party,JNP,2871,753870
Agra,32,GEN,Uttar Pradesh,2009,Mahmoodul Dasan,M,Independent,IND,5540,753870
Agra,32,GEN,Uttar Pradesh,2009,Panna Lal,M,Independent,IND,5939,753870
Agra,32,GEN,Uttar Pradesh,2009,Shanti Swaroop Shukla,M,Doordarshi Party,DDP,14633,753870
Agra,32,GEN,Uttar Pradesh,2009,Birendra Singh,M,Communist Party Of India,CPI,27535,753870
Agra,32,GEN,Uttar Pradesh,2009,Satya Deosingh,M,Bharatiya Janta Party,BJP,85273,753870
Agra,32,GEN,Uttar Pradesh,2009,Fallul Bari Alias Banney Bhai,M,Independent,IND,119551,753870
Agra,32,GEN,Uttar Pradesh,2009,Deep Narain Van Mahanth,M,Indian National Congress,INC,128207,753870
Agra,33,GEN,Uttar Pradesh,2009,Bachha Lal Sharma,M,Independent,IND,2185,759335
Agra,33,GEN,Uttar Pradesh,2009,Bhagwati,M,Independent,IND,3036,759335
Agra,33,GEN,Uttar Pradesh,2009,Vidya Gopal Chand Pandey Patrakar,M,Independent,IND,3258,759335
Agra,33,GEN,Uttar Pradesh,2009,Deep Narain Pandey,M,Independent,IND,3952,759335
Agra,33,GEN,Uttar Pradesh,2009,Ram Achal,M,Independent,IND,4197,759335
Agra,33,GEN,Uttar Pradesh,2009,Om Prakesh,M,Independent,IND,4944,759335
Agra,33,GEN,Uttar Pradesh,2009,Peshkar Singh,M,Doordarshi Party,DDP,9284,759335
Agra,33,GEN,Uttar Pradesh,2009,Deep Narain Pandey,M,Lok Dal,LKD,94136,759335
Agra,33,GEN,Uttar Pradesh,2009,Anand Singh Alias Annu Bhaiya,M,Indian National Congress,INC,260112,759335
Agra,34,SC,Uttar Pradesh,2009,Sheo Narain,M,Independent,IND,1868,753818
Agra,34,SC,Uttar Pradesh,2009,Ayodhya,M,Independent,IND,2134,753818
Agra,34,SC,Uttar Pradesh,2009,Dukkhi Ram Rahi,M,Independent,IND,6842,753818
Agra,34,SC,Uttar Pradesh,2009,Parmatama Prasad,M,Independent,IND,7713,753818
Agra,34,SC,Uttar Pradesh,2009,Ram Sumer,M,Doordarshi Party,DDP,18968,753818
Agra,34,SC,Uttar Pradesh,2009,Ram Dulera Sonkar,M,Lok Dal,LKD,72795,753818
Agra,34,SC,Uttar Pradesh,2009,Ram Awadh Prasad,M,Indian National Congress,INC,227397,753818
Agra,35,GEN,Uttar Pradesh,2009,Ravindra Nath Pandey,M,Independent,IND,1346,783353
Agra,35,GEN,Uttar Pradesh,2009,Raj Kishore,M,Independent,IND,1357,783353
Agra,35,GEN,Uttar Pradesh,2009,Ali Baksh Khan,M,Independent,IND,1541,783353
Agra,35,GEN,Uttar Pradesh,2009,Sant Kallu Ram Choudhary,M,Independent,IND,1932,783353
Agra,35,GEN,Uttar Pradesh,2009,Ram Dhiraj,M,Independent,IND,1972,783353
Agra,35,GEN,Uttar Pradesh,2009,Hari Ram Agrawari,M,Independent,IND,3031,783353
Agra,35,GEN,Uttar Pradesh,2009,Kashi Ram Barun,M,Independent,IND,3329,783353
Agra,35,GEN,Uttar Pradesh,2009,Moti Lal Vidyarthi,M,Independent,IND,3552,783353
Agra,35,GEN,Uttar Pradesh,2009,Kesho Ram,M,Independent,IND,4656,783353
Agra,35,GEN,Uttar Pradesh,2009,Hari Ram Yadav,M,Doordarshi Party,DDP,6151,783353
Agra,35,GEN,Uttar Pradesh,2009,Nagendra Nath Chaturvedi,M,Janata Party,JNP,8853,783353
Agra,35,GEN,Uttar Pradesh,2009,Sarkar Husain,M,Independent,IND,9713,783353
Agra,35,GEN,Uttar Pradesh,2009,Vishwa Nath Pandey,M,Bharatiya Janta Party,BJP,50094,783353
Agra,35,GEN,Uttar Pradesh,2009,Brij Bhushan Tiwari,M,Lok Dal,LKD,113401,783353
Agra,35,GEN,Uttar Pradesh,2009,Kazi Jalil Abbasi,M,Indian National Congress,INC,226388,783353
Agra,36,GEN,Uttar Pradesh,2009,Radhey Shyam Yadava,M,Independent,IND,2418,782374
Agra,36,GEN,Uttar Pradesh,2009,Raj Kumar Gupta,M,Independent,IND,3106,782374
Agra,36,GEN,Uttar Pradesh,2009,Gauri Shanker Yadava,M,Independent,IND,4164,782374
Agra,36,GEN,Uttar Pradesh,2009,Usha,F,Independent,IND,4411,782374
Agra,36,GEN,Uttar Pradesh,2009,Ram Milan,M,Independent,IND,5423,782374
Agra,36,GEN,Uttar Pradesh,2009,Md. Vakil Khan,M,Independent,IND,6214,782374
Agra,36,GEN,Uttar Pradesh,2009,Sant Ram Chaudhary,M,Doordarshi Party,DDP,7865,782374
Agra,36,GEN,Uttar Pradesh,2009,Pullu Alias Ram Lagan Nishad,M,Independent,IND,9086,782374
Agra,36,GEN,Uttar Pradesh,2009,Ram Chandra Yadava,M,Bharatiya Janta Party,BJP,20869,782374
Agra,36,GEN,Uttar Pradesh,2009,S.A. Hashmi,M,Janata Party,JNP,74735,782374
Agra,36,GEN,Uttar Pradesh,2009,Ram Prasad Chaudhari,M,Lok Dal,LKD,90719,782374
Agra,36,GEN,Uttar Pradesh,2009,Chandra Shekhar,M,Indian National Congress,INC,227083,782374
Agra,37,SC,Uttar Pradesh,2009,Swami Nath,M,Independent,IND,2342,771602
Agra,37,SC,Uttar Pradesh,2009,Raj Sudhar,M,Independent,IND,5101,771602
Agra,37,SC,Uttar Pradesh,2009,Moti Lal,M,Independent,IND,5914,771602
Agra,37,SC,Uttar Pradesh,2009,Bhagi Rathi,M,Independent,IND,6222,771602
Agra,37,SC,Uttar Pradesh,2009,Ram Lakhan,M,Independent,IND,13081,771602
Agra,37,SC,Uttar Pradesh,2009,Sahjawal,M,Doordarshi Party,DDP,13506,771602
Agra,37,SC,Uttar Pradesh,2009,Gomti Prasad,M,Janata Party,JNP,32399,771602
Agra,37,SC,Uttar Pradesh,2009,Ram Surat,M,Indian Congress (J),ICJ,58518,771602
Agra,37,SC,Uttar Pradesh,2009,Mahavir Prasad,M,Indian National Congress,INC,232747,771602
Agra,38,GEN,Uttar Pradesh,2009,Rajpati,M,Independent,IND,799,700548
Agra,38,GEN,Uttar Pradesh,2009,Amar Mani Tripathi,M,Independent,IND,913,700548
Agra,38,GEN,Uttar Pradesh,2009,Girish Chand Tiwari,M,Independent,IND,1205,700548
Agra,38,GEN,Uttar Pradesh,2009,Lal Bahadur,M,Independent,IND,1468,700548
Agra,38,GEN,Uttar Pradesh,2009,Atul Kumar Malhotra,M,Independent,IND,1627,700548
Agra,38,GEN,Uttar Pradesh,2009,Makhanlal Alias Makahanlal Goyal,M,Independent,IND,2036,700548
Agra,38,GEN,Uttar Pradesh,2009,Baij Nath Tripathi,M,Independent,IND,2200,700548
Agra,38,GEN,Uttar Pradesh,2009,Triveni,M,Independent,IND,2487,700548
Agra,38,GEN,Uttar Pradesh,2009,Vinod Kumar Tripathi,M,Independent,IND,3344,700548
Agra,38,GEN,Uttar Pradesh,2009,Shankarlal Arya,M,Independent,IND,3366,700548
Agra,38,GEN,Uttar Pradesh,2009,Ramakant Pandey,M,Independent,IND,5202,700548
Agra,38,GEN,Uttar Pradesh,2009,Vijay Narain Tripathi,M,Doordarshi Party,DDP,5374,700548
Agra,38,GEN,Uttar Pradesh,2009,Shahjajan,M,Independent,IND,6495,700548
Agra,38,GEN,Uttar Pradesh,2009,Baliram Alias Balikaran,M,Independent,IND,6857,700548
Agra,38,GEN,Uttar Pradesh,2009,Porushottam Alias Swami Purushottamnand,M,Independent,IND,9617,700548
Agra,38,GEN,Uttar Pradesh,2009,Lakshmi Shanker Khare,M,Bharatiya Janta Party,BJP,16195,700548
Agra,38,GEN,Uttar Pradesh,2009,Ramkaran Singh,M,Janata Party,JNP,19578,700548
Agra,38,GEN,Uttar Pradesh,2009,Harikesh Bahadur,M,Lok Dal,LKD,94420,700548
Agra,38,GEN,Uttar Pradesh,2009,Madan Pandey,M,Indian National Congress,INC,191020,700548
Agra,39,GEN,Uttar Pradesh,2009,Jagdish Narain Choudhary,M,Independent,IND,5102,715620
Agra,39,GEN,Uttar Pradesh,2009,Sharda Prasad Jaiswal,M,Independent,IND,6441,715620
Agra,39,GEN,Uttar Pradesh,2009,Prem Nath Shukla,M,Doordarshi Party,DDP,6980,715620
Agra,39,GEN,Uttar Pradesh,2009,Mohd. Zaki Khan,M,Independent,IND,7057,715620
Agra,39,GEN,Uttar Pradesh,2009,Harsh Vardhan,M,Janata Party,JNP,7123,715620
Agra,39,GEN,Uttar Pradesh,2009,Deep Narain,M,Lok Dal,LKD,57995,715620
Agra,39,GEN,Uttar Pradesh,2009,Virendra Pratap,M,Independent,IND,62254,715620
Agra,39,GEN,Uttar Pradesh,2009,Hari Shanker Tiwari,M,Independent,IND,84218,715620
Agra,39,GEN,Uttar Pradesh,2009,Jitendra Singh,M,Indian National Congress,INC,208692,715620
Agra,40,GEN,Uttar Pradesh,2009,Sujat Ali Alias Sujawat Ali,M,Independent,IND,1565,776630
Agra,40,GEN,Uttar Pradesh,2009,Ram Bachan,M,Independent,IND,1728,776630
Agra,40,GEN,Uttar Pradesh,2009,Ramanand,M,Independent,IND,4893,776630
Akbarpur,40,GEN,Uttar Pradesh,2009,Sri Ram,M,Independent,IND,5054,776630
Akbarpur,40,GEN,Uttar Pradesh,2009,Chandra Bhushan Pandey,M,Independent,IND,5991,776630
Akbarpur,40,GEN,Uttar Pradesh,2009,Nathuni Kushwaha,M,Independent,IND,6567,776630
Akbarpur,40,GEN,Uttar Pradesh,2009,Shanker,M,Independent,IND,7156,776630
Akbarpur,40,GEN,Uttar Pradesh,2009,Chhathurai Razbhar,M,Independent,IND,13758,776630
Akbarpur,40,GEN,Uttar Pradesh,2009,Purushottam Kaushik,M,Janata Party,JNP,16997,776630
Akbarpur,40,GEN,Uttar Pradesh,2009,Govind Prasad Rai,M,Bharatiya Janta Party,BJP,30926,776630
Akbarpur,40,GEN,Uttar Pradesh,2009,Siraj Ahmad,M,Lok Dal,LKD,112831,776630
Akbarpur,40,GEN,Uttar Pradesh,2009,Chandra Pratap Narain Singh,M,Indian National Congress,INC,189209,776630
Akbarpur,41,GEN,Uttar Pradesh,2009,Lalkant Singh,M,Independent,IND,3438,793421
Akbarpur,41,GEN,Uttar Pradesh,2009,Agardi Mani Tripathi,M,Independent,IND,3561,793421
Akbarpur,41,GEN,Uttar Pradesh,2009,Shanker Lal,M,Independent,IND,5775,793421
Akbarpur,41,GEN,Uttar Pradesh,2009,Sushil Kumar,M,Independent,IND,6907,793421
Akbarpur,41,GEN,Uttar Pradesh,2009,Phagu,M,Independent,IND,7910,793421
Akbarpur,41,GEN,Uttar Pradesh,2009,Kedar Nath Rajbhar,M,Independent,IND,9762,793421
Akbarpur,41,GEN,Uttar Pradesh,2009,Devi Singh,M,Bharatiya Janta Party,BJP,24466,793421
Akbarpur,41,GEN,Uttar Pradesh,2009,Ram Pravesh,M,Independent,IND,34145,793421
Akbarpur,41,GEN,Uttar Pradesh,2009,Ramdhari Shastri,M,Lok Dal,LKD,94607,793421
Akbarpur,41,GEN,Uttar Pradesh,2009,Rajmangal Pandey,M,Indian National Congress,INC,239708,793421
Akbarpur,42,GEN,Uttar Pradesh,2009,Sivaji,M,Independent,IND,1559,814874
Akbarpur,42,GEN,Uttar Pradesh,2009,Moinuddin Ahamad Ansari,M,Independent,IND,1921,814874
Akbarpur,42,GEN,Uttar Pradesh,2009,Shambhu Nath Misra Alias Golar,M,Independent,IND,3286,814874
Akbarpur,42,GEN,Uttar Pradesh,2009,Sharda,M,Independent,IND,3671,814874
Akbarpur,42,GEN,Uttar Pradesh,2009,Ramashray,M,Independent,IND,5125,814874
Akbarpur,42,GEN,Uttar Pradesh,2009,Amala,M,Independent,IND,5856,814874
Akbarpur,42,GEN,Uttar Pradesh,2009,Brahma Singh,M,Independent,IND,7249,814874
Akbarpur,42,GEN,Uttar Pradesh,2009,Mohan Rajbhar,M,Independent,IND,8723,814874
Akbarpur,42,GEN,Uttar Pradesh,2009,Durga Prasad Kushwaha,M,Bharatiya Janta Party,BJP,19444,814874
Akbarpur,42,GEN,Uttar Pradesh,2009,Hari Kewal,M,Janata Party,JNP,82383,814874
Akbarpur,42,GEN,Uttar Pradesh,2009,Janeshwar Misra,M,Lok Dal,LKD,91695,814874
Akbarpur,42,GEN,Uttar Pradesh,2009,Ram Nagina Misra,M,Indian National Congress,INC,152231,814874
Akbarpur,43,GEN,Uttar Pradesh,2009,Awdhesh,M,Independent,IND,1028,795336
Akbarpur,43,GEN,Uttar Pradesh,2009,Prakash,M,Independent,IND,2107,795336
Akbarpur,43,GEN,Uttar Pradesh,2009,Kamla Rani Singh,F,Independent,IND,2185,795336
Akbarpur,43,GEN,Uttar Pradesh,2009,Bharat Tewari,M,Independent,IND,2291,795336
Akbarpur,43,GEN,Uttar Pradesh,2009,Bharath,M,Independent,IND,2564,795336
Akbarpur,43,GEN,Uttar Pradesh,2009,Fateh Bahadur,M,Independent,IND,2579,795336
Akbarpur,43,GEN,Uttar Pradesh,2009,Babban Verma,M,Doordarshi Party,DDP,2956,795336
Akbarpur,43,GEN,Uttar Pradesh,2009,Badri,M,Independent,IND,3127,795336
Akbarpur,43,GEN,Uttar Pradesh,2009,Kailash,M,Independent,IND,5626,795336
Akbarpur,43,GEN,Uttar Pradesh,2009,Kailash Chowdhari,M,Independent,IND,7155,795336
Akbarpur,43,GEN,Uttar Pradesh,2009,Chandrashekhar,M,Janata Party,JNP,172044,795336
Akbarpur,43,GEN,Uttar Pradesh,2009,Jagannath Chowdhari,M,Indian National Congress,INC,225984,795336
Akbarpur,44,GEN,Uttar Pradesh,2009,Mohiuddin,M,Independent,IND,1350,771606
Akbarpur,44,GEN,Uttar Pradesh,2009,Ram Nain Misra,M,Independent,IND,1568,771606
Akbarpur,44,GEN,Uttar Pradesh,2009,Ram Avadh,M,Independent,IND,1619,771606
Akbarpur,44,GEN,Uttar Pradesh,2009,Ahmad Nayeem,M,Independent,IND,1650,771606
Akbarpur,44,GEN,Uttar Pradesh,2009,Premanand Prasad Jaiswal,M,Independent,IND,1773,771606
Akbarpur,44,GEN,Uttar Pradesh,2009,Rampreet Rai,M,Independent,IND,2216,771606
Akbarpur,44,GEN,Uttar Pradesh,2009,Vikram Rai,M,Janata Party,JNP,2973,771606
Akbarpur,44,GEN,Uttar Pradesh,2009,Rajendra Prasad Mall Bisen,M,Independent,IND,3586,771606
Akbarpur,44,GEN,Uttar Pradesh,2009,Laxmi,M,Doordarshi Party,DDP,4241,771606
Akbarpur,44,GEN,Uttar Pradesh,2009,Balchand,M,Independent,IND,5990,771606
Akbarpur,44,GEN,Uttar Pradesh,2009,Lyaqat,M,Independent,IND,20067,771606
Akbarpur,44,GEN,Uttar Pradesh,2009,Mohan,M,Independent,IND,20397,771606
Akbarpur,44,GEN,Uttar Pradesh,2009,Brij Mohan Urf Lallu Babu,M,Bharatiya Janta Party,BJP,33167,771606
Akbarpur,44,GEN,Uttar Pradesh,2009,Kedar Nath,M,Communist Party Of India,CPI,56904,771606
Akbarpur,44,GEN,Uttar Pradesh,2009,Rameshwar Singh,M,Lok Dal,LKD,95256,771606
Akbarpur,44,GEN,Uttar Pradesh,2009,Raj Kumar,M,Indian National Congress,INC,160102,771606
Akbarpur,45,GEN,Uttar Pradesh,2009,Harischandra,M,Independent,IND,539,760683
Akbarpur,45,GEN,Uttar Pradesh,2009,Sheo Pujan Yadav,M,Independent,IND,643,760683
Akbarpur,45,GEN,Uttar Pradesh,2009,Hari Ram Yadav,M,Independent,IND,671,760683
Akbarpur,45,GEN,Uttar Pradesh,2009,Raj Bali Pandey,M,Independent,IND,1007,760683
Akbarpur,45,GEN,Uttar Pradesh,2009,Janai Ram,M,Independent,IND,1596,760683
Akbarpur,45,GEN,Uttar Pradesh,2009,Ram Naumi Sonkar,M,Independent,IND,1689,760683
Akbarpur,45,GEN,Uttar Pradesh,2009,Subedar Rai,M,Independent,IND,1756,760683
Akbarpur,45,GEN,Uttar Pradesh,2009,Om Prakash Pandey Shastri,M,Independent,IND,1856,760683
Akbarpur,45,GEN,Uttar Pradesh,2009,Sheo Murat,M,Independent,IND,1925,760683
Akbarpur,45,GEN,Uttar Pradesh,2009,Shambhunath,M,Independent,IND,2269,760683
Akbarpur,45,GEN,Uttar Pradesh,2009,Udairaj,M,Independent,IND,2304,760683
Akbarpur,45,GEN,Uttar Pradesh,2009,Ajdar Husain Khan,M,Independent,IND,2349,760683
Akbarpur,45,GEN,Uttar Pradesh,2009,Vibhuti,M,Independent,IND,3811,760683
Akbarpur,45,GEN,Uttar Pradesh,2009,Shatish,M,Doordarshi Party,DDP,3926,760683
Akbarpur,45,GEN,Uttar Pradesh,2009,Cahndra Prakash Rai,M,Independent,IND,4024,760683
Akbarpur,45,GEN,Uttar Pradesh,2009,Chhote Lal,M,Independent,IND,4424,760683
Akbarpur,45,GEN,Uttar Pradesh,2009,Ramdhari,M,Independent,IND,4862,760683
Aligarh,45,GEN,Uttar Pradesh,2009,Anrudh,M,Independent,IND,8774,760683
Aligarh,45,GEN,Uttar Pradesh,2009,Chandrajeet,M,Janata Party,JNP,15111,760683
Aligarh,45,GEN,Uttar Pradesh,2009,Qazi Kalimul Rahman,M,Indian Congress (J),ICJ,17156,760683
Aligarh,45,GEN,Uttar Pradesh,2009,Ram Naresh Yadav,M,Lok Dal,LKD,167265,760683
Aligarh,45,GEN,Uttar Pradesh,2009,Santosh Kumar Singh,M,Indian National Congress,INC,170051,760683
Aligarh,46,SC,Uttar Pradesh,2009,Ram Naumi Sonkar,M,Independent,IND,4094,826179
Aligarh,46,SC,Uttar Pradesh,2009,Mathura,M,Independent,IND,4626,826179
Aligarh,46,SC,Uttar Pradesh,2009,Sheoranjan,M,Independent,IND,5845,826179
Aligarh,46,SC,Uttar Pradesh,2009,Faujdar,M,Independent,IND,6291,826179
Aligarh,46,SC,Uttar Pradesh,2009,Shriram,M,Doordarshi Party,DDP,7324,826179
Aligarh,46,SC,Uttar Pradesh,2009,Harivansh Paswan,M,Bharatiya Janta Party,BJP,15988,826179
Aligarh,46,SC,Uttar Pradesh,2009,Chhangur,M,Janata Party,JNP,38990,826179
Aligarh,46,SC,Uttar Pradesh,2009,Lalsa,M,Lok Dal,LKD,114695,826179
Aligarh,46,SC,Uttar Pradesh,2009,Ramdhan,M,Indian National Congress,INC,218963,826179
